UF;Município;IFDM;Emprego & Renda;Educação;Saúde
SP;Salto de Pirapora;0,722718;0,490867;0,920365;0,756923
SP;Turmalina;0,722694;0,361132;0,9975;0,809452
MG;Madre de Deus de Minas;0,722677;0,482146;0,798882;0,887004
RS;Pontão;0,722591;0,422095;0,872851;0,872828
SC;Ipira;0,722389;0,412958;0,903336;0,850872
RJ;Barra Mansa;0,722385;0,542044;0,735019;0,890093
CE;Pires Ferreira;0,722333;0,395538;0,825582;0,945879
PE;Limoeiro;0,722221;0,447723;0,771643;0,947297
PR;Paulo Frontin;0,722207;0,533457;0,799669;0,833496
BA;Guanambi;0,722174;0,541725;0,743791;0,881006
MG;Natalândia;0,722165;0,470109;0,83725;0,859136
SP;São João das Duas Pontes;0,722092;0,339499;0,983667;0,84311
RS;Butiá;0,722089;0,625524;0,718009;0,822732
SP;Jaborandi;0,722021;0,354426;0,918845;0,892791
MG;Florestal;0,721929;0,434488;0,910131;0,821168
SP;Anhembi;0,721744;0,351984;0,910107;0,903142
SP;Itaquaquecetuba;0,721686;0,623541;0,821762;0,719756
MT;Castanheira;0,721583;0,521298;0,741085;0,902366
RS;Sede Nova;0,72155;0,476363;0,822705;0,865581
SP;Oriente;0,721428;0,330642;0,917379;0,916262
RS;Uruguaiana;0,721383;0,691379;0,776479;0,69629
SP;Pedra Bela;0,721365;0,389893;0,846394;0,927807
PR;Rancho Alegre;0,721352;0,510676;0,790664;0,862718
RS;Tramandaí;0,721236;0,548833;0,756679;0,858196
MG;São José da Lapa;0,72121;0,396253;0,876431;0,890944
GO;Jaraguá;0,721195;0,508129;0,861599;0,793857
GO;Joviânia;0,721186;0,422335;0,880584;0,86064
RJ;Paraty;0,720961;0,503616;0,80351;0,855757
RJ;Campos dos Goytacazes;0,720772;0,637303;0,755647;0,769366
MG;Tapiraí;0,720631;0,474304;0,741314;0,946274
SC;Romelândia;0,720525;0,4198;0,862334;0,879441
SP;Avaí;0,720524;0,540015;0,80229;0,819266
SP;Piedade;0,720524;0,487894;0,913115;0,760564
RS;Erval Grande;0,720519;0,458919;0,802046;0,900593
SP;Sarutaiá;0,720513;0,491343;0,917232;0,752964
SP;Tupi Paulista;0,720485;0,341919;0,999646;0,81989
RS;Mariano Moro;0,720427;0,397693;0,816721;0,946867
MG;Ingaí;0,720412;0,509127;0,782746;0,869364
SC;Mondaí;0,720406;0,555591;0,867325;0,738302
GO;Ipiranga de Goiás;0,720376;0,496453;0,92698;0,737695
MG;Resende Costa;0,720317;0,469161;0,82301;0,86878
SC;União do Oeste;0,720317;0,459894;0,806547;0,894509
RS;São Gabriel;0,720309;0,623084;0,712572;0,825273
PR;São José das Palmeiras;0,720223;0,464027;0,783574;0,913068
PR;Uniflor;0,720146;0,41956;0,850088;0,890788
RS;Bom Progresso;0,72013;0,413606;0,827967;0,918817
MS;Coxim;0,720067;0,544615;0,805108;0,810477
RS;Dom Pedro de Alcântara;0,719959;0,380562;0,823588;0,955727
RN;Passa e Fica;0,719877;0,444269;0,801663;0,913698
MG;Pompéu;0,719832;0,555719;0,830898;0,77288
MG;Alterosa;0,719784;0,44739;0,859216;0,852747
SP;Motuca;0,719766;0,367897;0,88598;0,90542
PR;Planaltina do Paraná;0,719759;0,465933;0,817317;0,876027
PR;Jataizinho;0,719674;0,495706;0,734568;0,928747
SC;Riqueza;0,719661;0,484879;0,837475;0,83663
MG;São Félix de Minas;0,719569;0,473166;0,870093;0,815449
MG;Monte Alegre de Minas;0,719554;0,52657;0,774584;0,857509
PR;Cruzeiro do Sul;0,719494;0,520981;0,775801;0,861699
ES;Barra de São Francisco;0,719478;0,466218;0,808554;0,88366
PR;Loanda;0,719268;0,548287;0,848651;0,760866
MG;São Francisco de Sales;0,719248;0,521712;0,771491;0,864542
SP;Arealva;0,719184;0,379808;0,92309;0,854655
PR;Nova Olímpia;0,719181;0,362916;0,890601;0,904026
CE;Palmácia;0,719106;0,584859;0,741249;0,831211
SP;Bananal;0,7191;0,50262;0,832595;0,822085
PR;Campo do Tenente;0,718878;0,504858;0,799179;0,852597
SP;Monteiro Lobato;0,718858;0,439862;0,898059;0,818654
MG;Guanhães;0,718835;0,490398;0,843735;0,822373
RS;Portão;0,718717;0,527431;0,71683;0,911889
PR;Porto Amazonas;0,718678;0,467483;0,7568;0,93175
SE;Aracaju;0,718656;0,663961;0,681215;0,810792
MG;Natércia;0,718628;0,355985;0,864641;0,935259
RS;Dezesseis de Novembro;0,718619;0,451464;0,826864;0,877529
GO;São Miguel do Araguaia;0,718609;0,522967;0,855569;0,77729
MG;Japaraíba;0,718586;0,551671;0,853725;0,750363
SP;Sud Mennucci;0,718575;0,45536;0,937937;0,762428
CE;Brejo Santo;0,718451;0,589952;0,868413;0,696987
PR;Primeiro de Maio;0,718423;0,502861;0,788633;0,863774
MG;Barroso;0,718407;0,462658;0,87501;0,817554
SP;Analândia;0,718397;0,539266;0,918619;0,697305
MG;Gonçalves;0,718332;0,457714;0,825744;0,871537
GO;Caturaí;0,718245;0,45329;0,819179;0,882266
SP;Presidente Venceslau;0,718236;0,413595;0,960437;0,780676
CE;Aquiraz;0,718183;0,566657;0,847087;0,740805
MG;Paraguaçu;0,718158;0,498663;0,85524;0,800571
RS;São José das Missões;0,718068;0,390142;0,857139;0,906923
ES;Águia Branca;0,718047;0,368767;0,875817;0,909556
RS;Tupanciretã;0,718021;0,562115;0,776705;0,815242
MG;Sarzedo;0,718009;0,445739;0,859146;0,849143
RS;Araricá;0,718003;0,531528;0,819225;0,803256
GO;Uruaçu;0,717941;0,462563;0,846164;0,845098
SC;Rio Fortuna;0,717856;0,446327;0,863265;0,843976
MG;Estrela do Sul;0,717814;0,526216;0,849824;0,777403
RS;Canoas;0,717719;0,565484;0,711976;0,875697
GO;Guapó;0,717677;0,406429;0,884222;0,862381
SP;Guzolândia;0,717669;0,369763;0,917182;0,866063
MT;Lambari D'Oeste;0,717645;0,613425;0,704494;0,835017
MG;Fama;0,717602;0,513509;0,762648;0,876649
MG;Belo Vale;0,717562;0,506565;0,731943;0,914179
MG;Presidente Bernardes;0,717487;0,514478;0,787665;0,850319
MG;Toledo;0,71746;0,349949;0,863306;0,939124
MG;Monte Carmelo;0,717438;0,496124;0,8799;0,776289
SP;Nova Canaã Paulista;0,717393;0,369423;0,9975;0,785254
MG;Consolação;0,717181;0,373872;0,898634;0,879038
SC;Princesa;0,717172;0,585426;0,850334;0,715755
RS;Ronda Alta;0,717168;0,460706;0,836511;0,854287
SP;Alvinlândia;0,717158;0,30935;0,952718;0,889405
PR;Pérola d'Oeste;0,717097;0,502397;0,794041;0,854855
MT;Glória D'Oeste;0,71709;0,495903;0,830616;0,824751
PR;Boa Esperança do Iguaçu;0,717077;0,346196;0,898255;0,906779
SP;Cosmópolis;0,716981;0,430537;0,889459;0,830947
RS;Rosário do Sul;0,716916;0,598047;0,691499;0,861201
CE;Viçosa do Ceará;0,71678;0,437655;0,797759;0,914926
MG;Diamantina;0,716718;0,561204;0,840888;0,748062
SC;Passos Maia;0,716618;0,593614;0,791783;0,764456
SC;São Miguel da Boa Vista;0,7166;0,432724;0,811063;0,906014
MT;Barra do Bugres;0,716574;0,543394;0,777925;0,828402
MG;São José da Varginha;0,716571;0,46153;0,837084;0,8511
RS;Aceguá;0,716562;0,591212;0,77132;0,787154
MG;Alvinópolis;0,716472;0,563102;0,820617;0,765697
GO;Turvelândia;0,716462;0,631184;0,815342;0,702859
SC;Correia Pinto;0,716442;0,523283;0,829255;0,796787
MG;Guaranésia;0,71643;0,493908;0,863592;0,791791
ES;Governador Lindenberg;0,71641;0,315856;0,899392;0,933982
MG;Senhora de Oliveira;0,716354;0,422123;0,80471;0,922229
RJ;Aperibé;0,716344;0,425675;0,886853;0,836505
SC;Coronel Martins;0,716315;0,413566;0,85899;0,876388
SP;Torre de Pedra;0,716262;0,437592;0,88698;0,824215
SP;Salto Grande;0,716202;0,492735;0,903651;0,752219
ES;Itaguaçu;0,716165;0,356794;0,886034;0,905666
AL;Jequiá da Praia;0,716144;0,449426;0,818965;0,880042
RS;São Borja;0,716008;0,543254;0,793277;0,811492
SP;Dois Córregos;0,715945;0,501023;0,890667;0,756145
SC;Ponte Serrada;0,715928;0,539562;0,844875;0,763347
MG;São Francisco de Paula;0,715904;0,373148;0,919117;0,855447
MG;Carmo da Mata;0,715821;0,455448;0,845208;0,846808
SP;Rio das Pedras;0,715725;0,565168;0,85805;0,723957
MG;Pratinha;0,715709;0,521165;0,883998;0,741964
PR;Centenário do Sul;0,715669;0,431818;0,753113;0,962076
RS;Camaquã;0,715634;0,547274;0,740842;0,858787
PR;São José da Boa Vista;0,715621;0,531534;0,801782;0,813547
SP;Teodoro Sampaio;0,715452;0,347072;0,942924;0,856359
GO;Cristianópolis;0,715428;0,520426;0,77696;0,848898
RO;Pimenteiras do Oeste;0,715233;0,637977;0,7202;0,787521
SP;Três Fronteiras;0,715233;0,339399;0,963303;0,842998
MG;Iapu;0,715152;0,359552;0,829504;0,956399
SC;Sangão;0,715143;0,665106;0,765085;0,715236
PR;Altamira do Paraná;0,715078;0,60038;0,765173;0,779681
SC;Santa Rosa de Lima;0,714995;0,43675;0,871765;0,836471
ES;Ibitirama;0,714907;0,464192;0,76312;0,917409
SP;Santa Ernestina;0,714878;0,297136;0,944688;0,90281
RS;Vale Verde;0,714831;0,449554;0,814481;0,880459
MS;Sonora;0,714799;0,627258;0,740605;0,776534
PR;Itambaracá;0,714752;0,455362;0,819768;0,869125
PR;Santa Mariana;0,714731;0,538875;0,751492;0,853828
MT;Brasnorte;0,714719;0,621423;0,702967;0,819767
CE;Marco;0,714706;0,51773;0,771391;0,854996
RS;São Paulo das Missões;0,714536;0,469284;0,802489;0,871835
RS;Doutor Ricardo;0,714481;0,396705;0,820651;0,926085
TO;Caseara;0,714438;0,625744;0,715987;0,801584
GO;Orizona;0,714433;0,586544;0,897477;0,659279
GO;Professor Jamil;0,71441;0,497561;0,796273;0,849395
BA;Barreiras;0,714347;0,664836;0,662632;0,815574
PR;Pranchita;0,714345;0,597484;0,813604;0,731946
MG;Frutal;0,714338;0,575174;0,832103;0,735736
PB;Patos;0,714332;0,600685;0,739115;0,803197
MG;Divinésia;0,714266;0,433866;0,899211;0,809721
MG;Perdões;0,714255;0,489363;0,837909;0,815493
SC;Marema;0,714251;0,385486;0,861425;0,895843
PR;Guairaçá;0,714187;0,552198;0,77898;0,811381
GO;Panamá;0,714166;0,412105;0,867221;0,863172
GO;Estrela do Norte;0,714026;0,442275;0,811425;0,888377
RS;São Lourenço do Sul;0,714013;0,580496;0,766883;0,794659
SC;Paulo Lopes;0,713909;0,532457;0,72052;0,88875
MG;São Vicente de Minas;0,71389;0,567229;0,87826;0,696181
MG;Brazópolis;0,713817;0,455807;0,825228;0,860416
RS;Encruzilhada do Sul;0,713768;0,557094;0,725555;0,858656
PI;Piripiri;0,713754;0,47123;0,792314;0,877718
PR;Ouro Verde do Oeste;0,713687;0,45097;0,857938;0,832152
MT;Novo Horizonte do Norte;0,713675;0,477489;0,796783;0,866752
RJ;Rio das Ostras;0,713559;0,487811;0,802441;0,850424
RS;Agudo;0,713515;0,532135;0,770464;0,837948
GO;Piranhas;0,71351;0,514096;0,863271;0,763161
GO;Sanclerlândia;0,713476;0,490642;0,934543;0,715244
MG;Ibiá;0,713462;0,562984;0,857109;0,720294
SC;Angelina;0,713403;0,449368;0,842453;0,848388
SP;Mirandópolis;0,713403;0,472771;0,897427;0,77001
RN;Ruy Barbosa;0,713384;0,455525;0,772438;0,912189
RS;Boa Vista do Cadeado;0,713319;0,561004;0,744613;0,834341
MG;Virgínia;0,713241;0,53907;0,834277;0,766376
RS;Itati;0,713223;0,43942;0,838225;0,862024
RJ;Seropédica;0,713212;0,591745;0,772862;0,775028
RS;Mato Queimado;0,713051;0,384378;0,837706;0,917068
PR;Ivaiporã;0,712927;0,504394;0,873438;0,760947
CE;Tejuçuoca;0,712876;0,426358;0,824996;0,887274
CE;Antonina do Norte;0,712752;0,475577;0,842235;0,820444
PI;São José do Divino;0,712731;0,363308;0,87049;0,904396
MG;Capitólio;0,712715;0,475394;0,867242;0,79551
SP;Bom Sucesso de Itararé;0,712701;0,34407;0,909384;0,884648
MG;Santana do Deserto;0,712672;0,418291;0,747428;0,972298
SC;São Cristovão do Sul;0,712638;0,683227;0,750812;0,703875
GO;Trindade;0,712621;0,574819;0,775681;0,787361
SP;Campos Novos Paulista;0,712565;0,376761;0,865623;0,895311
SP;Coronel Macedo;0,712551;0,468776;0,899227;0,76965
SC;Morro da Fumaça;0,712535;0,649481;0,842641;0,645483
RS;São Pedro da Serra;0,712523;0,458811;0,855483;0,823276
PR;Quarto Centenário;0,712397;0,546519;0,807931;0,78274
SP;Juquitiba;0,712052;0,407348;0,911117;0,817693
PR;Japira;0,711988;0,516722;0,728106;0,891135
SC;Água Doce;0,71196;0,686553;0,816853;0,632473
GO;Itarumã;0,711944;0,541534;0,786221;0,808077
PR;Tibagi;0,711926;0,563282;0,720828;0,851668
RS;Sapucaia do Sul;0,711897;0,504131;0,729636;0,901925
CE;Jaguaribe;0,711798;0,441934;0,773377;0,920082
RS;Rio Grande;0,711755;0,615312;0,726192;0,79376
MG;Morada Nova de Minas;0,711732;0,510844;0,849675;0,774676
SP;Biritiba-Mirim;0,711692;0,449598;0,866815;0,818662
PR;Salto do Lontra;0,711634;0,454131;0,82256;0,858212
MT;Mirassol d'Oeste;0,711582;0,569428;0,799192;0,766126
RS;Riozinho;0,711519;0,519716;0,790151;0,824689
SP;Cabrália Paulista;0,711497;0,505602;0,866695;0,762194
MG;Pitangui;0,711486;0,528033;0,846364;0,76006
MG;Leme do Prado;0,711427;0,443222;0,882592;0,808468
PR;Anahy;0,711421;0,478956;0,779204;0,876102
PB;Serra da Raiz;0,711417;0,508137;0,751526;0,874587
MT;São José do Rio Claro;0,711382;0,462574;0,818431;0,85314
MG;Nova Resende;0,71138;0,339592;0,846857;0,947691
RN;Campo Redondo;0,711374;0,562605;0,720898;0,850619
ES;Conceição da Barra;0,711361;0,401705;0,847207;0,885171
SP;Vargem;0,711297;0,408438;0,858825;0,866628
MG;Bugre;0,711216;0,519821;0,780095;0,833731
MG;Araçaí;0,711181;0,488971;0,845555;0,799018
RS;Júlio de Castilhos;0,711162;0,52541;0,792272;0,815805
PR;Porto Vitória;0,711157;0,447407;0,795069;0,890996
SP;Igaratá;0,711152;0,447387;0,886197;0,799872
SC;Macieira;0,711095;0,520494;0,774029;0,838763
SP;Salesópolis;0,711083;0,452345;0,877605;0,8033
GO;Santa Terezinha de Goiás;0,711062;0,457627;0,90055;0,775009
SC;Bom Jesus do Oeste;0,711042;0,393841;0,834399;0,904886
SP;Viradouro;0,710968;0,507967;0,94601;0,678927
PR;Tijucas do Sul;0,710942;0,453883;0,785671;0,893273
SC;Bocaina do Sul;0,710915;0,417537;0,777794;0,937416
GO;Doverlândia;0,710912;0,502436;0,827479;0,80282
RS;Balneário Pinhal;0,7109;0,554014;0,743538;0,835148
MG;Barra Longa;0,710881;0,498286;0,741729;0,892629
TO;Barrolândia;0,710879;0,517347;0,757642;0,857648
GO;Mossâmedes;0,710863;0,521908;0,941114;0,669568
RS;Machadinho;0,710823;0,468907;0,757662;0,905902
MG;Capinópolis;0,710748;0,49817;0,802162;0,83191
RS;Jacutinga;0,710726;0,458842;0,884713;0,788624
RJ;Rio das Flores;0,710653;0,470735;0,818207;0,843018
PR;Contenda;0,710563;0,433377;0,774716;0,923597
SC;Zortéa;0,710525;0,442618;0,853265;0,835694
MG;São Sebastião da Vargem Alegre;0,710461;0,453672;0,886589;0,791121
GO;Mairipotaba;0,710398;0,354106;0,870255;0,906833
MG;Divisa Nova;0,710295;0,398993;0,839163;0,892728
RJ;Italva;0,710293;0,388148;0,837326;0,905406
PR;Altônia;0,710239;0,473366;0,826446;0,830904
RS;Cristal do Sul;0,710232;0,398504;0,824795;0,907398
GO;Heitoraí;0,710227;0,459208;0,899714;0,771757
MG;São Pedro da União;0,710213;0,337913;0,887776;0,904949
PR;Brasilândia do Sul;0,710101;0,50811;0,818167;0,804026
RS;São Nicolau;0,710083;0,46288;0,757247;0,910121
MG;Pequeri;0,709983;0,477788;0,817848;0,834314
PR;Pinhalão;0,709931;0,424848;0,829587;0,875357
MT;Novo Mundo;0,709912;0,473175;0,758866;0,897696
MG;Felício dos Santos;0,709882;0,485675;0,791814;0,852158
RS;Caraá;0,709762;0,538039;0,751261;0,839985
TO;Pedro Afonso;0,709762;0,575861;0,797445;0,75598
RS;Esmeralda;0,709756;0,512243;0,73541;0,881614
SC;Jupiá;0,709751;0,435052;0,802099;0,892101
PE;Vitória de Santo Antão;0,709695;0,647038;0,64214;0,839907
SC;Rio do Campo;0,70968;0,572362;0,869289;0,68739
PR;Assaí;0,709613;0,435073;0,872302;0,821464
RS;Bossoroca;0,709498;0,463746;0,812527;0,85222
MG;Buritis;0,709424;0,587838;0,793368;0,747066
SC;São João Batista;0,7094;0,616485;0,789525;0,722189
GO;Aurilândia;0,70934;0,427393;0,868686;0,831942
MG;Nepomuceno;0,70931;0,500004;0,82699;0,800937
RJ;São João da Barra;0,709287;0,524264;0,797763;0,805836
RS;Tabaí;0,709194;0,498366;0,731549;0,897666
GO;Perolândia;0,709151;0,479975;0,853451;0,794028
SC;Jaguaruna;0,709104;0,601109;0,806989;0,719215
PR;Itaúna do Sul;0,709094;0,54856;0,756919;0,821801
MG;Santa Bárbara do Leste;0,709058;0,451488;0,824542;0,851144
GO;Campo Alegre de Goiás;0,70904;0,595613;0,806805;0,724703
MG;Sabará;0,709023;0,532322;0,783329;0,811418
MG;Curvelo;0,708992;0,511972;0,82983;0,785175
SP;Monte Castelo;0,70898;0,294808;0,973189;0,858944
PB;Sertãozinho;0,70891;0,46538;0,732834;0,928516
PA;Santarém;0,708889;0,683306;0,723212;0,720151
MG;Abadia dos Dourados;0,708813;0,499314;0,836012;0,791113
MG;São João da Mata;0,708786;0,514585;0,817245;0,794529
PR;Boa Ventura de São Roque;0,708731;0,551225;0,785988;0,78898
PR;Presidente Castelo Branco;0,708649;0,454307;0,821063;0,850576
RS;Doutor Maurício Cardoso;0,708584;0,467423;0,838729;0,819599
CE;Massapê;0,70851;0,443944;0,813064;0,868521
RS;Piratini;0,708371;0,541792;0,767913;0,815409
SP;Ouro Verde;0,708367;0,386188;0,946985;0,791929
RS;Tapes;0,708351;0,50604;0,75489;0,864123
RJ;Natividade;0,708349;0,363029;0,871778;0,890239
MG;Pequi;0,708307;0,516032;0,765893;0,842996
PR;São Pedro do Iguaçu;0,708028;0,400836;0,799704;0,923545
SP;Quadra;0,708007;0,454109;0,860218;0,809695
GO;Buritinópolis;0,707886;0,526347;0,78375;0,813561
PR;Cruz Machado;0,707857;0,445409;0,74368;0,934482
SP;Cajobi;0,707799;0,385275;0,97689;0,761232
RS;André da Rocha;0,707793;0,418553;0,752789;0,952038
SP;Piacatu;0,707738;0,414893;0,969377;0,738942
SC;Treze de Maio;0,707701;0,570581;0,816184;0,736338
SP;Miguelópolis;0,707656;0,448763;0,841372;0,832834
GO;Santa Tereza de Goiás;0,707616;0,478161;0,838399;0,806289
CE;Moraújo;0,707598;0,454654;0,782164;0,885975
MG;Congonhal;0,707592;0,415687;0,859535;0,847552
RJ;Mangaratiba;0,707521;0,5381;0,874684;0,70978
GO;Sítio d'Abadia;0,707491;0,584021;0,746151;0,7923
RS;Silveira Martins;0,707452;0,495014;0,789694;0,837647
PR;Faxinal;0,707295;0,54606;0,795573;0,780252
MG;São João Nepomuceno;0,707233;0,54736;0,860867;0,713473
PB;Santo André;0,707221;0,498002;0,771213;0,852447
SP;Tejupá;0,707101;0,454821;0,929718;0,736765
MT;Canarana;0,70708;0,669574;0,766521;0,685146
PR;Catanduvas;0,706979;0,476779;0,756243;0,887915
TO;Dueré;0,706951;0,536153;0,698977;0,885723
MG;Lassance;0,706722;0,720419;0,754352;0,645395
BA;Porto Seguro;0,706715;0,677485;0,63881;0,803851
SP;Francisco Morato;0,706637;0,344902;0,874276;0,900734
MG;Botelhos;0,706575;0,52799;0,872707;0,719028
MT;Alto Taquari;0,706532;0,493214;0,820456;0,805927
GO;Itajá;0,706469;0,58109;0,850188;0,68813
MG;Brumadinho;0,70646;0,437034;0,857708;0,824639
MG;Teófilo Otoni;0,706458;0,637811;0,791857;0,689708
MG;Morro da Garça;0,706433;0,50455;0,816958;0,797791
MG;Monsenhor Paulo;0,706389;0,397102;0,845906;0,876159
PR;Campina do Simão;0,706341;0,492838;0,71124;0,914945
PR;Sengés;0,706223;0,606942;0,769837;0,741888
RJ;Trajano de Moraes;0,706196;0,54088;0,845692;0,732015
RS;Capela de Santana;0,706185;0,516259;0,696912;0,905385
SP;Reginópolis;0,706136;0,410395;0,911321;0,79669
SC;Governador Celso Ramos;0,706089;0,439389;0,81798;0,860899
MG;Candeias;0,706087;0,458347;0,838606;0,821309
MS;Itaporã;0,705903;0,513577;0,722369;0,881764
RS;Forquetinha;0,70586;0,387575;0,881723;0,848282
SC;Bela Vista do Toldo;0,705855;0,386463;0,774736;0,956368
PR;Quinta do Sol;0,705661;0,473543;0,819599;0,823841
SP;Riolândia;0,705578;0,400731;0,892912;0,82309
GO;Montes Claros de Goiás;0,705551;0,413037;0,922546;0,781069
SC;Meleiro;0,705525;0,495072;0,87826;0,743243
MG;Descoberto;0,705492;0,527463;0,863512;0,7255
MG;Ouro Fino;0,705434;0,541614;0,871928;0,70276
MT;Marcelândia;0,705367;0,525143;0,820648;0,770311
SP;Estiva Gerbi;0,705309;0,432877;0,8746;0,808451
PI;Domingos Mourão;0,705202;0,428175;0,909232;0,778198
CE;Jati;0,705199;0,462704;0,868693;0,784201
PB;Boa Vista;0,705196;0,419077;0,858992;0,83752
PR;Paranapoema;0,705136;0,523414;0,77284;0,819154
SC;Galvão;0,705093;0,412563;0,82755;0,875167
PR;Congonhinhas;0,705043;0,50656;0,750796;0,857772
RJ;Angra dos Reis;0,704853;0,478074;0,741701;0,894785
GO;Castelândia;0,704728;0,606533;0,777143;0,730508
GO;Porteirão;0,704727;0,487798;0,802042;0,82434
ES;Marilândia;0,704525;0,37773;0,89656;0,839285
GO;Valparaíso de Goiás;0,704499;0,510459;0,759494;0,843545
PR;Marquinho;0,70449;0,423399;0,792199;0,897872
MT;Alto Araguaia;0,704467;0,519687;0,784711;0,809002
TO;Brejinho de Nazaré;0,704448;0,477171;0,736881;0,899291
PR;Douradina;0,704375;0,504104;0,891826;0,717194
ES;Baixo Guandu;0,704335;0,491363;0,84576;0,775882
TO;Bernardo Sayão;0,704187;0,528811;0,761215;0,822534
SP;Palmeira d'Oeste;0,704095;0,398306;0,932776;0,781204
PR;Mato Rico;0,704082;0,515967;0,752756;0,843523
GO;Santa Rita do Novo Destino;0,704049;0,569825;0,747607;0,794714
MG;Serrania;0,704011;0,510663;0,816963;0,784407
SP;Capela do Alto;0,703878;0,420199;0,929251;0,762185
RS;Guabiju;0,703817;0,462059;0,890339;0,759052
GO;Jaupaci;0,70379;0,353704;0,919006;0,83866
PR;Araruna;0,703715;0,559756;0,781165;0,770224
MG;Passa Tempo;0,7036;0,467298;0,82628;0,817221
ES;Mucurici;0,703554;0,4916;0,83943;0,779631
SP;Guariba;0,703532;0,440335;0,887288;0,782972
MT;Santa Rita do Trivelato;0,703487;0,529556;0,874382;0,706524
MG;Centralina;0,703434;0,431318;0,787868;0,891115
MG;Matutina;0,703305;0,34454;0,87725;0,888123
SC;Otacílio Costa;0,703244;0,566985;0,813327;0,72942
PE;São José do Egito;0,703239;0,434555;0,806805;0,868357
MS;Novo Horizonte do Sul;0,703219;0,527806;0,758873;0,822977
MG;Bela Vista de Minas;0,703184;0,503823;0,799818;0,805913
MG;Cana Verde;0,703164;0,410855;0,787801;0,910834
MG;São José do Mantimento;0,703067;0,308226;0,88496;0,916016
GO;Itaguaru;0,702976;0,344337;0,872989;0,891603
MG;Lima Duarte;0,70284;0,468525;0,834926;0,805068
RS;Coqueiro Baixo;0,702797;0,342862;0,806784;0,958744
GO;Portelândia;0,702771;0,653029;0,781172;0,674113
SP;Rio Grande da Serra;0,702758;0,321862;0,887249;0,899165
RN;Monte das Gameleiras;0,702702;0,511583;0,707547;0,888977
RN;Coronel Ezequiel;0,702662;0,465149;0,729122;0,913716
RN;Mossoró;0,702656;0,541438;0,77669;0,789839
CE;Uruoca;0,702601;0,525989;0,815244;0,766569
ES;Vila Valério;0,702523;0,322247;0,884584;0,900738
BA;Juazeiro;0,702518;0,662319;0,734136;0,7111
GO;Silvânia;0,702476;0,500663;0,888135;0,718631
RS;Nova Ramada;0,702464;0,46843;0,783677;0,855286
ES;São Roque do Canaã;0,702433;0,352862;0,866082;0,888355
PI;Curral Novo do Piauí;0,702423;0,713684;0,580241;0,813343
MS;Deodápolis;0,70239;0,521624;0,770903;0,814642
SP;Águas de Santa Bárbara;0,702367;0,497987;0,99051;0,618605
MG;Brasília de Minas;0,702327;0,435089;0,829091;0,8428
MG;Romaria;0,702325;0,52027;0,791499;0,795207
CE;Russas;0,702286;0,500417;0,885201;0,721241
MG;Indianópolis;0,702282;0,520176;0,756373;0,830296
SC;Passo de Torres;0,702214;0,520981;0,733404;0,852256
CE;Crato;0,70219;0,547783;0,778848;0,779938
SC;Santa Rosa do Sul;0,702182;0,443497;0,846341;0,816707
MG;Dona Eusébia;0,702134;0,501165;0,810789;0,794446
MG;Lagoa Grande;0,702129;0,436536;0,818798;0,851052
MG;Ritápolis;0,702005;0,431;0,825276;0,849739
